SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Tag
66.249.66.50,147.32.84.2,tcp,60103,80,FIN,0,0,6912,6912,12,1,8/14/2011 7:22,8/14/2011 7:22,52,63,0.01929,0.000015,0.019275,6,4,666,445,262,173,2.250823,10,1111,435,3.998537,2.22141,1.34445,flow=Background-TCP-Established
67.195.111.228,147.32.84.2,tcp,52790,80,FIN,0,0,11648,6912,16,1,8/14/2011 7:22,8/14/2011 7:22,48,63,0.177594,0.000092,0.177502,6,6,779,2509,375,2105,0.367041,12,3288,2480,29.969404,13.622975,13.625872,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3546,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.037817,0.037703,0.000114,11,20,798,23483,148,22377,0.309526,31,24281,22525,96.922394,32.307465,69.929047,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3547,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:22,8/14/2011 7:22,127,51,0.02622,0.026205,0.000015,16,24,1089,29963,139,28641,0.215232,40,31052,28780,181.199829,69.692238,121.721451,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3872,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.020917,0.000451,0.020466,83,123,6443,141198,1545,134512,1.701156,206,147641,136057,120.506287,48.202515,72.655289,flow=Background-TCP-Established
66.249.67.152,147.32.85.69,tcp,55339,80,FIN,0,0,8000,6912,16,1,8/14/2011 7:22,8/14/2011 7:22,48,63,0.182864,0.00007,0.182794,5,5,641,1403,303,1065,0.438249,10,2044,1368,20.53627,9.13044,9.12869,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3548,80,FIN,0,0,64264,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016577,0.016563,0.000014,14,21,973,25791,143,24631,0.135664,35,26764,24774,250.619171,109.078705,167.924698,flow=Background-TCP-Established
147.32.84.25,74.125.232.216,tcp,48687,80,FIN,0,0,14976,8512,1,10,8/14/2011 7:22,8/14/2011 7:26,63,54,0.007817,0.007673,0.000144,24,21,3323,4025,1731,2631,224.294312,45,7348,4362,0.196171,0.102544,0.089172,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3549,80,FIN,0,0,64687,5840,1,13,8/14/2011 7:22,8/14/2011 7:22,127,51,0.026285,0.02627,0.000015,17,28,1151,35966,141,34428,0.242202,45,37117,34569,181.66655,66.060562,125.04747,flow=Background-TCP-Established
147.32.80.13,147.32.85.63,tcp,34287,80,FIN,0,0,66608,6912,1,1,8/14/2011 7:22,8/14/2011 7:22,63,63,0.0003,0.000156,0.000144,16,17,1333,20834,269,19704,0.174293,33,22167,19973,183.598892,86.131157,91.881683,flow=From-Background-CVUT-Proxy
178.77.71.27,147.32.87.29,tcp,1257,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.021474,0.000407,0.021067,84,124,6503,141361,1545,134627,1.778009,208,147864,136172,116.422356,46.681427,70.013901,flow=Background-TCP-Established
66.249.66.54,147.32.84.2,tcp,52358,80,FIN,0,0,11648,6912,12,1,8/14/2011 7:22,8/14/2011 7:22,52,63,0.019287,0.000014,0.019273,7,5,753,2339,283,2001,2.280257,12,3092,2284,4.824018,2.631282,1.769172,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3550,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016429,0.016336,0.000093,14,23,973,28930,143,27662,0.135641,37,29903,27805,265.406494,109.005539,184.401321,flow=Background-TCP-Established
141.12.66.53,147.32.84.229,tcp,2775,13363,FIN,0,0,65378,65390,11,1,8/14/2011 7:22,8/14/2011 7:22,117,127,0.022785,0.000109,0.022676,11,9,780,672,145,157,2.259022,20,1452,302,8.410719,4.426694,3.577155,flow=Background-TCP-Established
147.32.84.170,209.85.148.147,tcp,42834,80,FIN,0,0,14720,363008,1,9,8/14/2011 7:22,8/14/2011 7:22,63,55,0.008834,0.008726,0.000108,4,2,272,140,0,0,0.017941,6,412,0,278.691254,167.214767,110.705193,flow=From-Normal-V44-Stribrek
147.32.86.20,87.98.230.229,tcp,3551,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016395,0.016301,0.000094,27,50,1751,69340,141,66614,0.170228,77,71091,66755,446.460022,168.952942,318.332733,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2209,3389,RST,0,0,42537,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.031616,0.011362,0.020254,73,116,5835,135743,1537,129441,1.482815,189,141578,130978,126.785873,48.556293,79.309196,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3552,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:22,8/14/2011 7:22,127,50,0.026362,0.026257,0.000105,15,23,1029,28342,139,27074,0.21543,38,29371,27213,171.749512,64.986305,116.304268,flow=Background-TCP-Established
147.32.85.84,77.75.76.46,tcp,34886,110,FIN,0,0,37824,5888,1,8,8/14/2011 7:22,8/14/2011 7:22,63,56,0.001297,0.001049,0.000248,29,48,2049,18243,67,15067,0.044509,77,20292,15134,1707.519775,642.467102,1081.454224,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,2656,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:22,8/14/2011 7:22,118,127,0.021255,0.000776,0.020479,77,97,6079,111648,1541,106360,2.344319,174,117727,107901,73.795418,32.418797,41.335888,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3553,80,FIN,0,0,64634,5840,1,13,8/14/2011 7:22,8/14/2011 7:22,127,51,0.02623,0.026159,0.000071,14,24,969,29963,139,28641,0.243434,38,30932,28780,151.991913,53.402565,105.890259,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3022,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.020873,0.000457,0.020416,83,118,6443,135794,1545,129373,1.53279,201,142237,130918,130.481018,53.497219,77.394875,flow=Background-TCP-Established
66.249.66.10,147.32.87.36,tcp,42320,80,FIN,0,0,6912,5440,12,0,8/14/2011 7:22,8/14/2011 7:22,52,64,0.019243,0.000222,0.019021,6,4,739,460,335,188,2.299606,10,1199,523,3.913714,2.174285,1.315397,flow=To-Background-CVUT-WebServer
38.101.148.126,147.32.84.36,tcp,57992,80,FIN,0,0,17536,6912,18,1,8/14/2011 7:22,8/14/2011 7:22,46,63,0.187226,0.000087,0.187139,7,7,768,2037,286,1559,8.6288,14,2805,1845,1.506582,0.695347,0.695353,flow=Background-TCP-Established
66.249.72.186,147.32.86.92,tcp,64522,80,FIN,0,0,6976,6912,15,1,8/14/2011 7:22,8/14/2011 7:22,49,63,0.103319,0.000014,0.103305,6,4,739,836,335,564,5.996449,10,1575,899,1.500888,0.833827,0.509062,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3554,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:22,8/14/2011 7:22,127,119,0.016452,0.016358,0.000094,21,64,1406,84499,156,81011,1.108527,85,85905,81167,75.776237,18.041962,57.683701,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14334,80,FIN,0,0,15384,10880,19,1,8/14/2011 7:22,8/14/2011 7:23,109,63,0.199898,0.000014,0.199884,16,18,3426,11892,2362,10696,29.950905,34,15318,13058,1.101803,0.50082,0.574724,flow=Background-TCP-Established
90.183.39.17,147.32.84.14,tcp,35401,80,FIN,0,0,6912,7040,11,1,8/14/2011 7:22,8/14/2011 7:22,53,63,0.00094,0.000014,0.000926,5,5,916,475,578,137,0.00341,10,1391,715,2639.296387,1197.963501,1177.856323,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14335,80,FIN,0,0,16288,6976,19,1,8/14/2011 7:22,8/14/2011 7:22,109,63,0.370837,0.000014,0.370823,6,6,989,771,585,367,0.660034,12,1760,952,16.665808,7.576446,7.575528,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14338,80,FIN,0,0,15384,8064,19,1,8/14/2011 7:22,8/14/2011 7:23,109,63,0.229495,0.000015,0.22948,10,11,1791,6051,1123,5317,29.719374,21,7842,6440,0.672962,0.302833,0.336481,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14339,80,FIN,0,0,15384,8064,19,1,8/14/2011 7:22,8/14/2011 7:23,109,63,0.239709,0.000202,0.239507,10,11,1790,6051,1122,5317,29.719385,21,7841,6439,0.672961,0.302833,0.336483,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14336,80,FIN,0,0,16656,8128,19,1,8/14/2011 7:22,8/14/2011 7:22,109,63,0.249736,0.000201,0.249535,9,10,1767,3695,1165,3027,13.849262,19,5462,4192,1.299708,0.577649,0.649864,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14337,80,FIN,0,0,15384,8064,19,1,8/14/2011 7:22,8/14/2011 7:23,109,63,0.24968,0.000114,0.249566,10,11,1793,6053,1125,5319,29.719179,21,7846,6444,0.672966,0.302835,0.336484,flow=Background-TCP-Established
151.25.3.245,147.32.84.229,tcp,18288,13363,FIN,0,0,65452,64919,12,1,8/14/2011 7:22,8/14/2011 7:23,116,127,0.049769,0.000127,0.049642,7,9,434,552,28,30,37.773201,16,986,58,0.397107,0.159921,0.21179,flow=Background-TCP-Established
82.51.153.26,147.32.84.229,tcp,61472,13363,RST,0,0,64110,65535,19,1,8/14/2011 7:22,8/14/2011 7:23,109,127,0.102742,0.000131,0.102611,3,13,180,969,4,243,61.390015,16,1149,247,0.244339,0.034187,0.195472,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3902,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.021404,0.000465,0.020939,84,132,6503,149032,1545,141860,2.55909,216,155535,143405,84.014244,32.433407,51.641876,flow=Background-TCP-Established
147.32.84.170,195.24.233.55,tcp,59675,80,FIN,0,0,15744,7168,1,11,8/14/2011 7:22,8/14/2011 7:22,63,53,0.024413,0.024344,0.000069,5,5,549,670,211,332,0.214174,10,1219,543,42.021908,21.065382,21.071484,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.86.95,tcp,4013,3389,RST,0,0,57320,64240,10,1,8/14/2011 7:22,8/14/2011 7:22,118,127,0.021908,0.000626,0.021282,102,161,7577,208036,1539,199304,4.476485,263,215613,200843,58.528069,22.562346,35.919018,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3555,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.037823,0.037809,0.000014,11,20,798,23483,148,22377,0.310289,31,24281,22525,96.684059,32.22802,69.748314,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3556,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:22,8/14/2011 7:22,127,50,0.026272,0.026258,0.000014,14,23,969,28342,139,27074,0.215947,37,29311,27213,166.707565,60.199955,116.045998,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1734,3389,RST,0,0,62615,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.020957,0.000251,0.020706,77,119,6075,135302,1537,128844,2.183329,196,141377,130381,89.313148,34.809227,54.582954,flow=Background-TCP-Established
67.195.115.23,147.32.86.92,tcp,51385,80,FIN,0,0,7936,6912,17,1,8/14/2011 7:22,8/14/2011 7:22,47,63,0.180821,0.000124,0.180697,5,5,760,1352,422,1014,0.625358,10,2112,1436,14.391757,6.39648,6.397604,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3557,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:22,8/14/2011 7:22,127,51,0.026246,0.02623,0.000016,16,24,1089,29963,139,28641,0.215849,40,31052,28780,180.68187,69.493027,121.37075,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3558,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016631,0.016615,0.000016,12,21,853,25791,143,24631,0.135323,33,26644,24774,236.471252,92.433868,168.480637,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,2867,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:22,8/14/2011 7:22,118,127,0.020937,0.00033,0.020607,69,96,5593,113331,1535,108103,7.576746,165,118924,109638,21.645176,8.974829,12.574439,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2933,3389,RST,0,0,44549,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.02117,0.000449,0.020721,81,126,6323,144843,1545,138007,2.106164,207,151166,139552,97.808151,37.983746,59.962795,flow=Background-TCP-Established
147.32.84.162,147.32.80.13,tcp,60905,80,FIN,0,0,64680,65696,1,1,8/14/2011 7:22,8/14/2011 7:26,127,63,0.001215,0.000139,0.001076,12,11,3690,1646,3000,1020,240.411774,23,5336,4020,0.09151,0.045755,0.041595,flow=To-Background-CVUT-Proxy
41.238.239.212,147.32.85.84,tcp,49191,13716,FIN,0,0,65792,14656,15,1,8/14/2011 7:22,8/14/2011 7:22,113,63,0.25066,0.000251,0.250409,8,9,508,599,37,57,2.448222,17,1107,94,6.535355,2.859218,3.889367,flow=Background-TCP-Established
147.32.85.5,74.125.232.214,tcp,49015,443,FIN,0,0,20416,15296,1,9,8/14/2011 7:22,8/14/2011 7:29,63,55,0.007866,0.007751,0.000115,26,21,7636,4959,5912,3565,380.766602,47,12595,9477,0.120809,0.065657,0.052527,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3559,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016441,0.016423,0.000018,25,50,1631,69340,141,66614,0.171432,75,70971,66755,431.65802,154.798767,316.110687,flow=Background-TCP-Established
147.32.84.170,209.85.148.103,tcp,51645,80,FIN,0,0,14720,5696,1,11,8/14/2011 7:22,8/14/2011 7:22,63,53,0.008826,0.008811,0.000015,4,3,272,206,0,0,0.018281,7,478,0,328.209625,164.104813,215.354797,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.87.29,tcp,4198,3389,RST,0,0,61331,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.03043,0.009698,0.020732,80,124,6263,143557,1545,136823,1.857943,204,149820,138368,109.260612,42.520142,67.363335,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3560,80,FIN,0,0,64741,5840,1,14,8/14/2011 7:22,8/14/2011 7:22,127,50,0.026318,0.026304,0.000014,15,23,1029,28342,139,27074,0.216574,38,29371,27213,170.8423,64.643036,115.720657,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3561,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:22,8/14/2011 7:22,127,51,0.026394,0.026374,0.00002,15,24,1029,29963,139,28641,0.216023,39,30992,28780,175.907196,64.807915,121.285629,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3562,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:22,8/14/2011 7:22,127,119,0.016551,0.016537,0.000014,22,66,1466,86550,156,82954,0.935992,88,88016,83110,92.949509,22.436089,70.702744,flow=Background-TCP-Established
46.185.32.2,147.32.85.101,tcp,4768,80,RST,0,0,65535,6432,13,1,8/14/2011 7:22,8/14/2011 7:22,115,63,0.088463,0.009145,0.079318,12,12,939,15262,223,14600,0.462473,24,16201,14823,49.732632,23.785172,30.339554,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1613,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.021094,0.000456,0.020638,87,123,6675,142646,1537,135960,1.781744,210,149321,137497,117.300804,48.267315,69.290703,flow=Background-TCP-Established
90.183.39.17,147.32.87.27,tcp,55465,80,RST,0,0,11648,6912,11,0,8/14/2011 7:22,8/14/2011 7:22,53,64,0.000914,0.000014,0.0009,8,8,981,9224,457,8688,0.022992,16,10205,9145,652.400818,304.453735,318.022797,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2550,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.021014,0.000407,0.020607,83,127,6443,145908,1545,139012,2.02905,210,152351,140557,103.00386,40.412998,62.778419,flow=Background-TCP-Established
147.32.84.184,199.59.149.232,tcp,57666,443,FIN,0,0,20440,9373,1,21,8/14/2011 7:22,8/14/2011 7:23,63,43,0.178606,0.178402,0.000204,13,11,2326,7120,1558,6502,20.803596,24,9446,8060,1.105578,0.581801,0.484844,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3563,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.038009,0.037995,0.000014,12,20,858,23483,148,22377,0.310223,32,24341,22525,99.928108,35.458363,69.824707,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3564,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:22,8/14/2011 7:22,127,50,0.026234,0.02622,0.000014,16,28,1091,35966,141,34428,0.242371,44,37057,34569,177.413971,61.888596,124.95256,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,3502,3389,RST,0,0,50020,64240,10,1,8/14/2011 7:22,8/14/2011 7:22,118,127,0.021818,0.000422,0.021396,70,114,5659,139029,1541,132835,4.987463,184,144688,134376,36.692001,13.834689,22.753975,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3694,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.021167,0.00047,0.020697,88,132,6743,148181,1545,141009,2.843844,220,154924,142554,77.008446,30.592396,46.408348,flow=Background-TCP-Established
90.183.39.17,147.32.84.2,tcp,43372,80,FIN,0,0,26112,6912,11,1,8/14/2011 7:22,8/14/2011 7:22,53,63,0.000889,0.000014,0.000875,11,11,1187,11649,453,10915,0.026942,22,12836,11368,779.452148,371.236572,371.360657,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3565,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016569,0.016555,0.000014,14,23,973,28930,143,27662,0.136559,37,29903,27805,263.622314,108.328819,183.327225,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14340,80,FIN,0,0,15384,6976,19,1,8/14/2011 7:22,8/14/2011 7:23,109,63,0.219554,0.000087,0.219467,7,7,1048,3130,578,2660,16.02939,14,4178,3238,0.81101,0.374313,0.374314,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3566,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:22,8/14/2011 7:22,127,50,0.02634,0.026321,0.000019,15,23,1029,28342,139,27074,0.217026,38,29371,27213,170.486496,64.5084,115.369896,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3567,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:22,8/14/2011 7:22,127,51,0.02619,0.026176,0.000014,15,24,1029,29963,139,28641,0.215047,39,30992,28780,176.705551,65.102043,121.785263,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3568,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016413,0.016399,0.000014,12,21,853,25791,143,24631,0.134925,33,26644,24774,237.168808,92.659668,168.739349,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1723,3389,RST,0,0,62615,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.020811,0.000452,0.020359,82,132,6375,148443,1537,141277,3.121236,214,154818,142814,68.242195,25.951258,42.264839,flow=Background-TCP-Established
123.212.43.140,147.32.84.5,tcp,3389,28703,RST,0,0,16384,0,21,1,8/14/2011 7:22,8/14/2011 7:22,107,63,0,0,0,1,1,62,60,0,0,0.000097,2,122,0,10309.27832,0,0,flow=Background-TCP-Established
77.20.40.169,147.32.87.37,tcp,58596,80,RST,0,0,64240,5360,16,0,8/14/2011 7:22,8/14/2011 7:22,112,64,0.055569,0.000227,0.055342,5,8,717,7752,421,7300,0.324017,13,8469,7721,37.035095,12.352199,21.61895,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3569,80,FIN,0,0,64621,5840,1,11,8/14/2011 7:22,8/14/2011 7:22,127,53,0.016334,0.016319,0.000015,26,50,1691,69340,141,66614,0.170387,76,71031,66755,440.174438,162.40831,318.041412,flow=Background-TCP-Established
77.20.40.169,147.32.87.37,tcp,58641,80,FIN,0,0,63711,5360,16,0,8/14/2011 7:22,8/14/2011 7:22,112,64,0.045684,0.000199,0.045485,14,22,1303,28017,467,26809,0.48385,36,29320,27276,72.336464,26.868664,43.419739,flow=Background-TCP-Established
66.249.72.214,147.32.84.212,tcp,57551,80,FIN,0,0,26112,66608,15,1,8/14/2011 7:22,8/14/2011 7:22,49,63,0.10331,0.000098,0.103212,13,12,1152,9819,286,9019,2.281688,25,10971,9305,10.518529,5.259264,5.0509,flow=Background-TCP-Established
147.32.84.170,209.85.148.104,tcp,51667,80,FIN,0,0,14720,5696,1,9,8/14/2011 7:22,8/14/2011 7:22,63,55,0.008856,0.008754,0.000102,4,3,272,206,0,0,0.017905,7,478,0,335.101929,167.550964,221.287888,flow=From-Normal-V44-Stribrek
174.95.131.111,147.32.85.5,tcp,49916,21857,RST,0,0,17152,5888,16,1,8/14/2011 7:22,8/14/2011 7:23,240,63,0.133738,0.000157,0.133581,12,10,886,709,184,130,18.346695,22,1595,314,1.14462,0.599563,4.499361,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,2713,3389,RST,0,0,64075,64240,10,1,8/14/2011 7:22,8/14/2011 7:22,118,127,0.021579,0.000766,0.020813,103,165,7633,214885,1535,205937,2.287518,268,222518,207472,116.72039,44.589813,72.41082,flow=Background-TCP-Established
84.72.41.151,147.32.84.229,tcp,60313,13363,FIN,0,0,17040,65381,12,1,8/14/2011 7:22,8/14/2011 7:22,116,127,0.030407,0.000124,0.030283,10,8,736,936,154,478,1.136615,18,1672,632,14.956691,7.918248,6.331558,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3570,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:22,8/14/2011 7:22,127,50,0.026444,0.026427,0.000017,15,23,1029,28342,139,27074,0.217283,38,29371,27213,170.284836,64.432098,115.33844,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3571,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:22,8/14/2011 7:22,127,119,0.016529,0.016515,0.000014,23,64,1526,84060,156,80572,1.011114,87,85586,80728,85.054703,21.758179,63.345676,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3400,3389,RST,0,0,65488,64240,10,0,8/14/2011 7:22,8/14/2011 7:22,118,128,0.036847,0.016184,0.020663,86,128,6623,148467,1545,141517,2.488401,214,155090,143062,85.597137,34.158482,51.799313,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,4052,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:22,8/14/2011 7:23,118,127,0.025588,0.004356,0.021232,78,114,6139,139051,1541,132857,4.274804,192,145190,134398,44.680408,18.012522,26.594162,flow=Background-TCP-Established
147.32.84.162,147.32.80.13,tcp,60907,80,RST,0,0,65700,65696,1,1,8/14/2011 7:22,8/14/2011 7:24,127,63,0.000363,0.000186,0.000177,6,6,1645,2958,1291,2614,66.095718,12,4603,3905,0.166425,0.075648,4.619872,flow=To-Background-CVUT-Proxy
67.195.115.92,147.32.85.34,tcp,49085,80,FIN,0,0,26112,66606,17,1,8/14/2011 7:22,8/14/2011 7:22,47,63,0.179187,0.000019,0.179168,32,47,2503,67812,383,64698,1.946793,79,70315,65081,40.065895,15.925039,23.628834,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3572,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:22,8/14/2011 7:22,127,50,0.026136,0.026032,0.000104,14,24,969,29963,139,28641,0.216482,38,30932,28780,170.914902,60.051182,120.775482,flow=Background-TCP-Established
